sid,record_found_yn,enrollment_begin,enrollment_end,college_code_branch,college_name,college_state,yr2_yr4,public_private,enrollment_status,graduated,graduation_date,college_sequence,degree_title,major
407,"Y",20100117,20100503,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
407,"Y",20090829,20091214,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
410,"Y",20090829,20091215,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
410,"Y",20100109,20100503,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
417,"Y",20090110,20090429,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
417,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","H","N",,2,"",""
417,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","H","N",,2,"",""
417,"Y",20080823,20081210,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
418,"Y",20090117,20090514,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
418,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
418,"Y",20080823,20081218,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
418,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
429,"Y",20100117,20100511,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
429,"Y",20090824,20091216,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
433,"N",,,"","","","","","","N",,,"",""
438,"Y",20080913,20081205,"765609-00","PRIVATE TECHNICAL INSTITUTE","TX","Less Than 2 Years","Private","F","N",,1,"",""
438,"Y",20091205,20100311,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,2,"",""
438,"Y",20090321,20090612,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,2,"",""
438,"Y",20081206,20090313,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,2,"",""
438,"Y",20090912,20091204,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,2,"",""
438,"Y",20090613,20090904,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,2,"",""
439,"Y",20090822,20091217,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
439,"Y",20100116,20100512,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
448,"Y",20100109,20100503,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
455,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
455,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
455,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
455,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
460,"Y",20090113,20090506,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
460,"Y",20090829,20091215,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","L","N",,2,"",""
460,"Y",20090818,20091209,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
460,"Y",20100109,20100503,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","H","N",,2,"",""
460,"Y",20080819,20081210,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
482,"N",,,"","","","","","","N",,,"",""
483,"Y",20080823,20081218,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
483,"Y",20100116,20100512,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","H","N",,1,"",""
483,"Y",20090822,20091217,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
483,"Y",20090117,20090514,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
483,"Y",20090606,20090730,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","H","N",,1,"",""
485,"Y",20100119,20100511,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
485,"Y",20090818,20091209,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
486,"N",,,"","","","","","","N",,,"",""
488,"Y",20090822,20091216,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
488,"Y",20100117,20100511,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","L","N",,1,"",""
488,"Y",20100119,20100511,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,2,"",""
495,"Y",20090110,20090505,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
500,"Y",20090117,20090514,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
500,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
500,"Y",20090606,20090730,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","H","N",,1,"",""
500,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
500,"Y",20080823,20081218,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
508,"Y",20100116,20100512,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
508,"Y",20090117,20090514,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
508,"Y",20090822,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
508,"Y",20080823,20081218,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
512,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
512,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
515,"Y",20080830,20081216,"239397-00","COMMUNITY COLLEGE 7","CA","2-year","Public","F","N",,1,"",""
515,"Y",20090110,20090505,"239397-00","COMMUNITY COLLEGE 7","CA","2-year","Public","H","N",,1,"",""
516,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
516,"Y",20090606,20090730,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
516,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
516,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
519,"Y",20090829,20091215,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","H","N",,1,"",""
523,"N",,,"","","","","","","N",,,"",""
524,"N",,,"","","","","","","N",,,"",""
539,"N",,,"","","","","","","N",,,"",""
546,"N",,,"","","","","","","N",,,"",""
550,"N",,,"","","","","","","N",,,"",""
552,"N",,,"","","","","","","N",,,"",""
561,"Y",20100109,20100427,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
561,"Y",20090822,20091209,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
566,"N",,,"","","","","","","N",,,"",""
574,"Y",20100116,20100512,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
574,"Y",20080823,20081218,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
574,"Y",20090822,20091217,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
574,"Y",20090117,20090514,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
585,"N",,,"","","","","","","N",,,"",""
586,"Y",20100109,20100503,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
586,"Y",20090829,20091215,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
593,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
593,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
594,"N",,,"","","","","","","N",,,"",""
596,"N",,,"","","","","","","N",,,"",""
599,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
599,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
605,"N",,,"","","","","","","N",,,"",""
606,"Y",20100306,20100517,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
606,"Y",20080907,20081120,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
606,"Y",20090308,20090519,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
606,"Y",20090906,20091119,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
606,"Y",20091129,20100225,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
606,"Y",20081130,20090226,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
623,"Y",20090816,20091215,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","F","N",,1,"",""
623,"Y",20100110,20100512,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","F","N",,1,"",""
645,"Y",20080830,20081105,"644448-00","A COMMUNITY COLLEGE","NY","2-year","Public","W","N",,1,"",""
652,"Y",20080823,20081218,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
652,"Y",20090117,20090514,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
652,"Y",20100116,20100512,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
652,"Y",20090822,20091217,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
660,"Y",20080823,20081218,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
660,"Y",20100116,20100512,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
660,"Y",20090117,20090514,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
660,"Y",20090822,20091217,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
661,"Y",20090818,20091209,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
661,"Y",20100119,20100511,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
661,"Y",20090113,20090506,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
661,"Y",20080819,20081210,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
662,"N",,,"","","","","","","N",,,"",""
665,"Y",20090110,20090505,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","F","N",,1,"",""
665,"Y",20080830,20081216,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","F","N",,1,"",""
665,"Y",20090829,20091215,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","L","N",,1,"",""
668,"Y",20080823,20081218,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
668,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
668,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
668,"Y",20090523,20090814,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,2,"",""
668,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
669,"N",,,"","","","","","","N",,,"",""
679,"Y",20080830,20081216,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
679,"Y",20090829,20091215,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
679,"Y",20090110,20090505,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
679,"Y",20090523,20090814,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","L","N",,1,"",""
683,"N",,,"","","","","","","N",,,"",""
685,"Y",20080913,20081122,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
685,"Y",20100326,20100607,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
685,"Y",20090321,20090602,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
685,"Y",20100103,20100316,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
685,"Y",20090912,20091122,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
685,"Y",20090103,20090313,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
686,"N",,,"","","","","","","N",,,"",""
695,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
695,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
698,"Y",20090118,20090513,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
698,"Y",20090824,20091216,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
698,"Y",20100117,20100511,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
698,"Y",20080818,20081210,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
707,"N",,,"","","","","","","N",,,"",""
708,"Y",20100109,20100503,"64270-00","COMMUNITY COLLEGE 200","FL","2-year","Public","F","N",,1,"",""
708,"Y",20090829,20091215,"64270-00","COMMUNITY COLLEGE 200","FL","2-year","Public","H","N",,1,"",""
726,"Y",20090110,20090505,"564728-00","E COMMUNITY COLLEGE","NY","2-year","Public","L","N",,1,"",""
726,"Y",20090523,20090606,"564728-00","E COMMUNITY COLLEGE","NY","2-year","Public","W","N",,1,"",""
727,"Y",20090822,20091217,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
732,"N",,,"","","","","","","N",,,"",""
733,"Y",20100116,20100512,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
733,"Y",20090822,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
733,"Y",20090117,20090514,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
743,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
743,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
743,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
743,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
753,"Y",20090110,20090407,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","W","N",,1,"",""
753,"Y",20080830,20081216,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","L","N",,1,"",""
758,"N",,,"","","","","","","N",,,"",""
763,"Y",20100119,20100515,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
763,"Y",20090825,20091214,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
765,"N",,,"","","","","","","N",,,"",""
768,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
768,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
771,"Y",20090906,20091216,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
771,"Y",20100208,20100525,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
772,"Y",20100109,20100503,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
772,"Y",20090829,20091215,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
773,"Y",20080819,20081210,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
773,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,2,"",""
773,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,2,"",""
773,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,2,"",""
778,"N",,,"","","","","","","N",,,"",""
782,"Y",20090829,20091215,"108962-00","GHI COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
782,"Y",20090110,20090505,"108962-00","GHI COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
782,"Y",20100109,20100503,"108962-00","GHI COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
782,"Y",20080830,20081216,"108962-00","GHI COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
783,"Y",20090829,20091013,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","W","N",,1,"",""
791,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
791,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
799,"Y",20090117,20090514,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
799,"Y",20100116,20100512,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
799,"Y",20080823,20081218,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
799,"Y",20090822,20091217,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
805,"Y",,,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","","Y",20091215,1,"CERTIFICATE","NURSING ASSISTANT"
805,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","L","N",,1,"",""
805,"Y",,,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","","Y",20091215,1,"",""
805,"Y",20090829,20091215,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
807,"N",,,"","","","","","","N",,,"",""
808,"Y",20090829,20091215,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","H","N",,1,"",""
810,"Y",20100109,20100503,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
810,"Y",20090822,20091215,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
810,"Y",20090110,20090505,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
810,"Y",20080823,20081216,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
811,"N",,,"","","","","","","N",,,"",""
814,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
814,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
815,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
815,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
817,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
817,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
817,"Y",20080823,20081218,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
817,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
825,"N",,,"","","","","","","N",,,"",""
828,"Y",20090829,20091215,"362660-00","COMMUNITY COLLEGE 1","CA","2-year","Public","H","N",,1,"",""
828,"Y",20100109,20100503,"362660-00","COMMUNITY COLLEGE 1","CA","2-year","Public","H","N",,1,"",""
830,"Y",20080823,20081218,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
830,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
830,"Y",20090117,20090514,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
830,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
832,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
832,"Y",20090110,20090505,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
834,"Y",20100116,20100512,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
834,"Y",20090822,20091217,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
836,"Y",20090818,20091209,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
836,"Y",20100119,20100511,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
838,"Y",20100117,20100511,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
838,"Y",20090824,20091216,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
840,"Y",20080815,20081231,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
840,"Y",20100101,20100531,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
840,"Y",20090815,20091231,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
840,"Y",20100109,20100503,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,2,"",""
840,"Y",20090829,20091215,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,2,"",""
840,"Y",20090101,20090531,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
841,"Y",20090829,20091215,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
841,"Y",20100109,20100503,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","H","N",,1,"",""
842,"N",,,"","","","","","","N",,,"",""
