sid,school_year,male,race_ethnicity,birth_date,first_9th_school_year_reported,hs_diploma,hs_diploma_type,hs_diploma_date
141,2007,1,"M/O",11059,2004,1,"Standard Diploma",14may2008
141,2008,1,"M/O",11059,2004,1,"Standard Diploma",14may2008
142,2004,1,"H",11059,2005,0,"",
142,2005,1,"H",11059,2005,0,"",
142,2006,1,"H",11059,2005,0,"",
142,2007,1,"H",11059,2005,0,"",
142,2008,1,"H",11059,2005,0,"",
143,2004,1,"H",11059,2005,0,"",
143,2005,1,"H",11059,2005,0,"",
143,2006,1,"H",11059,2005,0,"",
143,2007,1,"H",11059,2005,0,"",
144,2004,1,"H",11791,2007,0,"",
144,2005,1,"H",11791,2007,0,"",
144,2006,1,"H",11791,2007,0,"",
144,2007,1,"H",11791,2007,0,"",
144,2008,1,"H",11791,2007,0,"",
144,2009,1,"H",11791,2007,0,"",
145,2007,1,"H",11425,,0,"",
146,2004,1,"H",11791,2007,0,"",
146,2005,1,"H",11791,2007,0,"",
146,2006,1,"H",11791,2007,0,"",
146,2007,1,"H",11791,2007,0,"",
147,2005,1,"H",12156,2008,0,"",
147,2006,1,"H",12156,2008,0,"",
147,2007,1,"H",12156,2008,0,"",
147,2008,1,"H",12156,2008,0,"",
147,2009,1,"H",12156,2008,0,"",
148,2004,1,"W",11426,2005,1,"Standard Diploma",17may2009
148,2005,1,"W",11426,2005,1,"Standard Diploma",17may2009
148,2006,1,"W",11426,2005,1,"Standard Diploma",17may2009
148,2007,1,"W",11426,2005,1,"Standard Diploma",17may2009
148,2008,1,"W",11426,2005,1,"Standard Diploma",17may2009
148,2009,1,"W",11426,2005,1,"Standard Diploma",17may2009
149,2004,1,"H",11061,2005,1,"Standard Diploma",14may2008
149,2005,1,"H",11061,2005,1,"Standard Diploma",14may2008
149,2006,1,"H",11061,2005,1,"Standard Diploma",14may2008
149,2007,1,"H",11061,2005,1,"Standard Diploma",14may2008
149,2008,1,"H",11061,2005,1,"Standard Diploma",14may2008
150,2009,1,"A",11793,,0,"",
151,2004,1,"H",11062,2005,1,"Standard Diploma",14may2008
151,2005,1,"H",11062,2005,1,"Standard Diploma",14may2008
151,2006,1,"H",11062,2005,1,"Standard Diploma",14may2008
151,2007,1,"H",11062,2005,1,"Standard Diploma",14may2008
151,2008,1,"H",11062,2005,1,"Standard Diploma",14may2008
152,2009,1,"NA",11793,,0,"",
153,2008,1,"H",11794,,0,"",
153,2009,1,"H",11794,,0,"",
154,2005,1,"H",12159,2008,0,"",
154,2006,1,"H",12159,2008,0,"",
154,2007,1,"H",12159,2008,0,"",
154,2008,1,"H",12159,2008,0,"",
154,2009,1,"H",12159,2008,0,"",
155,2004,1,"H",11796,2007,0,"",
155,2007,1,"H",11796,2007,0,"",
155,2008,1,"H",11796,2007,0,"",
156,2009,1,"NA",12163,,0,"",
157,2004,1,"H",11067,2005,0,"",
157,2005,1,"H",11067,2005,0,"",
158,2006,1,"H",11433,2006,0,"",
158,2007,1,"H",11433,2006,0,"",
159,2005,1,"H",11434,2006,0,"",
159,2006,1,"H",11434,2006,0,"",
159,2007,1,"H",11434,2006,0,"",
159,2008,1,"H",11434,2006,0,"",
160,2004,1,"H",11069,2005,0,"",
160,2005,1,"H",11069,2005,0,"",
160,2006,1,"H",11069,2005,0,"",
161,2004,1,"W",11801,2007,0,"",
161,2005,1,"W",11801,2007,0,"",
161,2006,1,"W",11801,2007,0,"",
161,2007,1,"W",11801,2007,0,"",
161,2008,1,"W",11801,2007,0,"",
161,2009,1,"W",11801,2007,0,"",
162,2004,1,"H",11436,2006,0,"",
162,2005,1,"H",11436,2006,0,"",
162,2006,1,"H",11436,2006,0,"",
163,2004,1,"H",11073,2005,0,"",
163,2005,1,"H",11073,2005,0,"",
163,2006,1,"H",11073,2005,0,"",
163,2007,1,"H",11073,2005,0,"",
163,2008,1,"H",11073,2005,0,"",
163,2009,1,"H",11073,2005,0,"",
164,2006,1,"H",11439,2006,1,"Standard Diploma",17may2009
164,2007,1,"H",11439,2006,1,"Standard Diploma",17may2009
164,2008,1,"H",11439,2006,1,"Standard Diploma",17may2009
164,2009,1,"H",11439,2006,1,"Standard Diploma",17may2009
165,2005,1,"W",12172,2008,0,"",
165,2006,1,"W",12172,2008,0,"",
165,2007,1,"W",12172,2008,0,"",
165,2008,1,"W",12172,2008,0,"",
166,2005,1,"H",11077,2005,1,"Standard Diploma",14may2008
166,2007,1,"H",11077,2005,1,"Standard Diploma",14may2008
166,2008,1,"H",11077,2005,1,"Standard Diploma",14may2008
167,2005,1,"H",12175,2008,0,"",
167,2006,1,"H",12175,2008,0,"",
167,2007,1,"H",12175,2008,0,"",
167,2008,1,"H",12175,2008,0,"",
167,2009,1,"H",12175,2008,0,"",
168,2005,1,"H",12175,2008,0,"",
168,2006,1,"H",12175,2008,0,"",
168,2007,1,"H",12175,2008,0,"",
168,2008,1,"H",12175,2008,0,"",
169,2004,1,"H",11810,2007,0,"",
169,2005,1,"H",11810,2007,0,"",
169,2006,1,"H",11810,2007,0,"",
169,2007,1,"H",11810,2007,0,"",
169,2008,1,"H",11810,2007,0,"",
169,2009,1,"H",11810,2007,0,"",
170,2004,1,"H",11444,2006,1,"Standard Diploma",17may2009
170,2005,1,"H",11444,2006,1,"Standard Diploma",17may2009
170,2006,1,"H",11444,2006,1,"Standard Diploma",17may2009
170,2007,1,"H",11444,2006,1,"Standard Diploma",17may2009
170,2008,1,"H",11444,2006,1,"Standard Diploma",17may2009
170,2009,1,"H",11444,2006,1,"Standard Diploma",17may2009
171,2004,1,"H",11812,2007,0,"",
171,2005,1,"H",11812,2007,0,"",
171,2006,1,"H",11812,2007,0,"",
171,2007,1,"H",11812,2007,0,"",
171,2008,1,"H",11812,2007,0,"",
171,2009,1,"H",11812,2007,0,"",
172,2004,1,"H",11446,2006,1,"Standard Diploma",17may2009
172,2005,1,"H",11446,2006,1,"Standard Diploma",17may2009
172,2006,1,"H",11446,2006,1,"Standard Diploma",17may2009
172,2007,1,"H",11446,2006,1,"Standard Diploma",17may2009
172,2008,1,"H",11446,2006,1,"Standard Diploma",17may2009
172,2009,1,"H",11446,2006,1,"Standard Diploma",17may2009
173,2005,1,"H",12178,2008,0,"",
173,2006,1,"H",12178,2008,0,"",
173,2007,1,"H",12178,2008,0,"",
173,2008,1,"H",12178,2008,0,"",
173,2009,1,"H",12178,2008,0,"",
174,2004,1,"W",11814,2007,0,"",
174,2005,1,"W",11814,2007,0,"",
174,2006,1,"W",11814,2007,0,"",
174,2007,1,"W",11814,2007,0,"",
174,2008,1,"W",11814,2007,0,"",
175,2007,1,"H",11815,2007,0,"",
175,2008,1,"H",11815,2007,0,"",
175,2009,1,"H",11815,2007,0,"",
176,2004,1,"H",11085,2005,0,"",
176,2005,1,"H",11085,2005,0,"",
177,2005,1,"H",12182,2008,0,"",
177,2006,1,"H",12182,2008,0,"",
177,2007,1,"H",12182,2008,0,"",
177,2008,1,"H",12182,2008,0,"",
177,2009,1,"H",12182,2008,0,"",
178,2004,1,"H",11817,2007,0,"",
178,2005,1,"H",11817,2007,0,"",
178,2006,1,"H",11817,2007,0,"",
178,2007,1,"H",11817,2007,0,"",
178,2008,1,"H",11817,2007,0,"",
178,2009,1,"H",11817,2007,0,"",
179,2005,1,"H",12183,2008,0,"",
179,2006,1,"H",12183,2008,0,"",
179,2007,1,"H",12183,2008,0,"",
179,2008,1,"H",12183,2008,0,"",
179,2009,1,"H",12183,2008,0,"",
180,2005,1,"H",12183,,0,"",
180,2006,1,"H",12183,,0,"",
180,2007,1,"H",12183,,0,"",
181,2004,1,"H",11818,2007,0,"",
181,2005,1,"H",11818,2007,0,"",
181,2006,1,"H",11818,2007,0,"",
181,2007,1,"H",11818,2007,0,"",
181,2008,1,"H",11818,2007,0,"",
181,2009,1,"H",11818,2007,0,"",
182,2007,1,"H",12185,2008,0,"",
182,2008,1,"H",12185,2008,0,"",
183,2004,1,"H",11454,2006,0,"",
183,2005,1,"H",11454,2006,0,"",
183,2006,1,"H",11454,2006,0,"",
183,2007,1,"H",11454,2006,0,"",
184,2004,1,"W",11820,2007,0,"",
184,2005,1,"W",11820,2007,0,"",
184,2006,1,"W",11820,2007,0,"",
184,2007,1,"W",11820,2007,0,"",
184,2008,1,"W",11820,2007,0,"",
184,2009,1,"W",11820,2007,0,"",
185,2004,1,"M/O",11455,2006,0,"",
185,2005,1,"M/O",11455,2006,0,"",
185,2006,1,"M/O",11455,2006,0,"",
185,2007,1,"M/O",11455,2006,0,"",
186,2007,1,"NA",11455,2006,0,"",
187,2006,1,"H",12187,2008,0,"",
187,2007,1,"H",12187,2008,0,"",
187,2008,1,"H",12187,2008,0,"",
187,2009,1,"H",12187,2008,0,"",
188,2004,1,"A",11823,2007,0,"",
188,2005,1,"A",11823,2007,0,"",
188,2006,1,"A",11823,2007,0,"",
188,2007,1,"A",11823,2007,0,"",
188,2008,1,"A",11823,2007,0,"",
188,2009,1,"A",11823,2007,0,"",
189,2004,1,"H",11092,2005,0,"",
189,2005,1,"H",11092,2005,0,"",
189,2006,1,"H",11092,2005,0,"",
189,2007,1,"H",11092,2005,0,"",
189,2008,1,"H",11092,2005,0,"",
190,2004,1,"H",11823,2007,0,"",
190,2005,1,"H",11823,2007,0,"",
190,2006,1,"H",11823,2007,0,"",
190,2007,1,"H",11823,2007,0,"",
190,2008,1,"H",11823,2007,0,"",
191,2005,1,"H",12188,2008,0,"",
191,2006,1,"H",12188,2008,0,"",
191,2007,1,"H",12188,2008,0,"",
191,2008,1,"H",12188,2008,0,"",
192,2004,1,"H",11458,2006,1,"Standard Diploma",17may2009
192,2005,1,"H",11458,2006,1,"Standard Diploma",17may2009
192,2006,1,"H",11458,2006,1,"Standard Diploma",17may2009
192,2007,1,"H",11458,2006,1,"Standard Diploma",17may2009
192,2008,1,"H",11458,2006,1,"Standard Diploma",17may2009
192,2009,1,"H",11458,2006,1,"Standard Diploma",17may2009
193,2007,1,"H",11826,2007,0,"",
193,2008,1,"H",11826,2007,0,"",
193,2009,1,"H",11826,2007,0,"",
194,2004,1,"W",11096,2005,0,"",
194,2005,1,"W",11096,2005,0,"",
195,2006,1,"H",11308,,0,"",
195,2007,1,"H",11308,,0,"",
196,2007,1,"W",11309,,1,"Standard Diploma",14may2008
196,2008,1,"W",11309,,1,"Standard Diploma",14may2008
197,2004,1,"H",11675,2006,0,"",
197,2005,1,"H",11675,2006,0,"",
197,2006,1,"H",11464,2006,0,"",
197,2007,1,"H",11464,2006,0,"",
197,2009,1,"H",11464,2006,0,"",
198,2006,1,"H",12406,2008,0,"",
198,2007,1,"H",12406,2008,0,"",
198,2008,1,"H",12195,2008,0,"",
198,2009,1,"H",12195,2008,0,"",
199,2005,1,"W",12407,2008,0,"",
199,2006,1,"W",12407,2008,0,"",
199,2007,1,"W",12196,2008,0,"",
199,2008,1,"W",12196,2008,0,"",
199,2009,1,"W",12196,2008,0,"",
200,2008,1,"B",12407,2008,0,"",
200,2009,1,"B",12407,2008,0,"",
201,2004,1,"H",12043,2007,0,"",
201,2005,1,"H",12043,2007,0,"",
201,2006,1,"H",11832,2007,0,"",
201,2007,1,"H",11832,2007,0,"",
201,2008,1,"H",11832,2007,0,"",
201,2009,1,"H",11832,2007,0,"",
202,2005,1,"H",12408,2008,0,"",
202,2006,1,"H",12408,2008,0,"",
202,2007,1,"H",12197,2008,0,"",
202,2008,1,"H",12197,2008,0,"",
202,2009,1,"H",12197,2008,0,"",
203,2005,1,"H",11313,2005,0,"",
203,2006,1,"H",11313,2005,0,"",
203,2007,1,"H",11102,2005,0,"",
204,2005,1,"H",12410,2008,0,"",
204,2006,1,"H",12410,2008,0,"",
204,2007,1,"H",12199,2008,0,"",
204,2008,1,"H",12199,2008,0,"",
204,2009,1,"H",12199,2008,0,"",
205,2007,1,"H",11315,,1,"Standard Diploma",14may2008
205,2008,1,"H",11315,,1,"Standard Diploma",14may2008
206,2004,1,"H",12048,2007,0,"",
206,2005,1,"H",12048,2007,0,"",
206,2006,1,"H",11837,2007,0,"",
207,2004,1,"H",11317,2005,0,"",
207,2005,1,"H",11317,2005,0,"",
207,2006,1,"H",11106,2005,0,"",
207,2007,1,"H",11106,2005,0,"",
207,2008,1,"H",11106,2005,0,"",
208,2006,1,"W",11683,2006,0,"",
208,2007,1,"W",11683,2006,0,"",
209,2005,1,"H",12416,,0,"",
209,2006,1,"H",12416,,0,"",
209,2007,1,"H",12205,,0,"",
209,2009,1,"H",12205,,0,"",
210,2004,1,"W",11320,2005,0,"",
210,2005,1,"W",11320,2005,0,"",
211,2004,1,"W",11687,2006,1,"Standard Diploma",17may2009
211,2005,1,"W",11687,2006,1,"Standard Diploma",17may2009
211,2006,1,"W",11476,2006,1,"Standard Diploma",17may2009
211,2007,1,"W",11476,2006,1,"Standard Diploma",17may2009
211,2008,1,"W",11476,2006,1,"Standard Diploma",17may2009
211,2009,1,"W",11476,2006,1,"Standard Diploma",17may2009
212,2004,1,"H",12053,2007,0,"",
212,2005,1,"H",12053,2007,0,"",
212,2006,1,"H",11842,2007,0,"",
212,2007,1,"H",11842,2007,0,"",
212,2008,1,"H",11842,2007,0,"",
212,2009,1,"H",11842,2007,0,"",
213,2004,1,"W",11845,2007,0,"",
213,2005,1,"W",11845,2007,0,"",
213,2006,1,"W",11845,2007,0,"",
213,2007,1,"W",11845,2007,0,"",
213,2009,1,"W",11845,2007,0,"",
214,2005,1,"H",11114,2005,0,"",
214,2006,1,"H",11114,2005,0,"",
214,2007,1,"H",11114,2005,0,"",
214,2008,1,"H",11114,2005,0,"",
215,2005,1,"W",11115,2005,0,"",
216,2005,1,"H",12213,2008,0,"",
216,2006,1,"H",12213,2008,0,"",
216,2008,1,"H",12213,2008,0,"",
216,2009,1,"H",12213,2008,0,"",
217,2004,1,"H",11483,2006,0,"",
217,2005,1,"H",11483,2006,0,"",
217,2006,1,"H",11483,2006,0,"",
217,2007,1,"H",11483,2006,0,"",
218,2008,1,"W",12214,2008,0,"",
218,2009,1,"W",12214,2008,0,"",
219,2006,1,"H",12215,2008,0,"",
219,2007,1,"H",12215,2008,0,"",
219,2008,1,"H",12215,2008,0,"",
220,2004,1,"NA",11486,2006,0,"",
220,2005,1,"NA",11486,2006,0,"",
220,2006,1,"NA",11486,2006,0,"",
220,2007,1,"NA",11486,2006,0,"",
221,2006,1,"W",11486,2006,1,"Standard Diploma",17may2009
221,2007,1,"W",11486,2006,1,"Standard Diploma",17may2009
221,2008,1,"W",11486,2006,1,"Standard Diploma",17may2009
221,2009,1,"W",11486,2006,1,"Standard Diploma",17may2009
222,2009,1,"W",12217,,0,"",
223,2008,1,"A",11489,,0,"",
224,2004,1,"H",11859,2007,0,"",
224,2006,1,"H",11859,2007,0,"",
224,2007,1,"H",11859,2007,0,"",
225,2004,1,"H",11129,2005,1,"Standard Diploma",14may2008
225,2005,1,"H",11129,2005,1,"Standard Diploma",14may2008
225,2006,1,"H",11129,2005,1,"Standard Diploma",14may2008
225,2007,1,"H",11129,2005,1,"Standard Diploma",14may2008
225,2008,1,"H",11129,2005,1,"Standard Diploma",14may2008
226,2008,1,"W",12226,2008,0,"",
226,2009,1,"W",12226,2008,0,"",
227,2004,1,"W",11861,2007,0,"",
227,2005,1,"W",11861,2007,0,"",
227,2006,1,"W",11861,2007,0,"",
227,2007,1,"W",11861,2007,0,"",
227,2008,1,"W",11861,2007,0,"",
227,2009,1,"W",11861,2007,0,"",
228,2004,1,"H",11495,2006,0,"",
228,2005,1,"H",11495,2006,0,"",
228,2006,1,"H",11495,2006,0,"",
229,2004,1,"H",11131,2005,1,"Standard Diploma",14may2008
229,2005,1,"A",11131,2005,1,"Standard Diploma",14may2008
229,2006,1,"H",11131,2005,1,"Standard Diploma",14may2008
229,2007,1,"H",11131,2005,1,"Standard Diploma",14may2008
229,2008,1,"H",11131,2005,1,"Standard Diploma",14may2008
230,2005,1,"H",12228,2008,0,"",
230,2006,1,"A",12228,2008,0,"",
230,2007,1,"H",12228,2008,0,"",
230,2008,1,"H",12228,2008,0,"",
230,2009,1,"H",12228,2008,0,"",
231,2008,1,"H",12229,2008,0,"",
231,2009,1,"A",12229,2008,0,"",
232,2008,1,"H",11498,,0,"",
233,2004,1,"H",11498,2006,0,"",
233,2005,1,"A",11498,2006,0,"",
233,2006,1,"H",11498,2006,0,"",
234,2004,1,"H",11867,2007,0,"",
234,2005,1,"A",11867,2007,0,"",
234,2006,1,"H",11867,2007,0,"",
234,2007,1,"H",11867,2007,0,"",
235,2006,1,"H",11501,2006,1,"Standard Diploma",17may2009
235,2007,1,"A",11501,2006,1,"Standard Diploma",17may2009
235,2008,1,"H",11501,2006,1,"Standard Diploma",17may2009
235,2009,1,"H",11501,2006,1,"Standard Diploma",17may2009
236,2007,1,"H",11501,,0,"",
237,2004,1,"H",11501,2006,1,"Standard Diploma",17may2009
237,2005,1,"A",11501,2006,1,"Standard Diploma",17may2009
237,2006,1,"M/O",11501,2006,1,"Standard Diploma",17may2009
237,2007,1,"M/O",11501,2006,1,"Standard Diploma",17may2009
237,2008,1,"M/O",11501,2006,1,"Standard Diploma",17may2009
237,2009,1,"M/O",11501,2006,1,"Standard Diploma",17may2009
238,2004,1,"H",11502,2006,1,"Standard Diploma",17may2009
238,2005,1,"A",11502,2006,1,"Standard Diploma",17may2009
238,2006,1,"W",11502,2006,1,"Standard Diploma",17may2009
238,2007,1,"W",11502,2006,1,"Standard Diploma",17may2009
238,2008,1,"W",11502,2006,1,"Standard Diploma",17may2009
238,2009,1,"W",11502,2006,1,"Standard Diploma",17may2009
239,2005,1,"H",12234,2008,0,"",
239,2006,1,"A",12234,2008,0,"",
239,2007,1,"H",12234,2008,0,"",
239,2008,1,"H",12234,2008,0,"",
239,2009,1,"H",12234,2008,0,"",
240,2004,1,"H",11870,2007,0,"",
240,2005,1,"A",11870,2007,0,"",
240,2006,1,"H",11870,2007,0,"",
240,2007,1,"H",11870,2007,0,"",
240,2008,1,"H",11870,2007,0,"",
240,2009,1,"H",11870,2007,0,"",
241,2004,1,"H",11139,2005,1,"Standard Diploma",14may2008
241,2005,1,"A",11139,2005,1,"Standard Diploma",14may2008
241,2006,1,"H",11139,2005,1,"Standard Diploma",14may2008
241,2007,1,"H",11139,2005,1,"Standard Diploma",14may2008
241,2008,1,"H",11139,2005,1,"Standard Diploma",14may2008
242,2005,1,"H",12237,2008,0,"",
242,2006,1,"H",12237,2008,0,"",
242,2007,1,"H",12237,2008,0,"",
242,2008,1,"H",12237,2008,0,"",
242,2009,1,"H",12237,2008,0,"",
243,2004,1,"H",11509,2006,1,"Standard Diploma",17may2009
243,2005,1,"H",11509,2006,1,"Standard Diploma",17may2009
243,2006,1,"H",11509,2006,1,"Standard Diploma",17may2009
243,2007,1,"H",11509,2006,1,"Standard Diploma",17may2009
243,2008,1,"H",11509,2006,1,"Standard Diploma",17may2009
243,2009,1,"H",11509,2006,1,"Standard Diploma",17may2009
244,2004,1,"H",11509,2006,1,"Standard Diploma",17may2009
244,2005,1,"H",11509,2006,1,"Standard Diploma",17may2009
244,2006,1,"H",11509,2006,1,"Standard Diploma",17may2009
244,2007,1,"H",11509,2006,1,"Standard Diploma",17may2009
244,2008,1,"H",11509,2006,1,"Standard Diploma",17may2009
244,2009,1,"H",11509,2006,1,"Standard Diploma",17may2009
245,2004,1,"H",11509,2006,1,"Standard Diploma",17may2009
245,2006,1,"H",11509,2006,1,"Standard Diploma",17may2009
245,2007,1,"H",11509,2006,1,"Standard Diploma",17may2009
245,2008,1,"H",11509,2006,1,"Standard Diploma",17may2009
245,2009,1,"H",11509,2006,1,"Standard Diploma",17may2009
246,2008,1,"H",12241,2008,0,"",
246,2009,1,"A",12241,2008,0,"",
247,2005,1,"H",12241,2008,0,"",
247,2006,1,"M/O",12241,2008,0,"",
247,2007,1,"M/O",12241,2008,0,"",
247,2008,1,"M/O",12241,2008,0,"",
247,2009,1,"M/O",12241,2008,0,"",
248,2008,1,"H",12241,2008,0,"",
249,2004,1,"H",11513,2006,0,"",
249,2005,1,"M/O",11513,2006,0,"",
249,2006,1,"M/O",11513,2006,0,"",
249,2007,1,"M/O",11513,2006,0,"",
249,2008,1,"M/O",11513,2006,0,"",
249,2009,1,"M/O",11513,2006,0,"",
250,2007,1,"H",11514,,1,"Standard Diploma",17may2009
250,2008,1,"H",11514,,1,"Standard Diploma",17may2009
250,2009,1,"H",11514,,1,"Standard Diploma",17may2009
251,2004,1,"H",11149,2005,1,"Standard Diploma",14may2008
251,2005,1,"H",11149,2005,1,"Standard Diploma",14may2008
251,2006,1,"H",11149,2005,1,"Standard Diploma",14may2008
251,2007,1,"H",11149,2005,1,"Standard Diploma",14may2008
251,2008,1,"H",11149,2005,1,"Standard Diploma",14may2008
252,2005,1,"W",12246,2008,0,"",
252,2006,1,"W",12246,2008,0,"",
252,2007,1,"W",12246,2008,0,"",
252,2008,1,"W",12246,2008,0,"",
252,2009,1,"W",12246,2008,0,"",
253,2004,1,"W",11151,2005,0,"",
253,2005,1,"W",11151,2005,0,"",
254,2004,1,"H",11516,2006,0,"",
254,2005,1,"H",11516,2006,0,"",
254,2006,1,"H",11516,2006,0,"",
254,2007,1,"H",11516,2006,0,"",
255,2006,1,"NA",11518,2006,0,"",
255,2007,1,"NA",11518,2006,0,"",
256,2005,1,"W",12251,,0,"",
256,2006,1,"W",12251,,0,"",
256,2007,1,"W",12251,,0,"",
256,2009,1,"W",12251,,0,"",
257,2004,1,"H",11522,2006,1,"Standard Diploma",17may2009
257,2005,1,"H",11522,2006,1,"Standard Diploma",17may2009
257,2006,1,"H",11522,2006,1,"Standard Diploma",17may2009
257,2007,1,"H",11522,2006,1,"Standard Diploma",17may2009
257,2008,1,"H",11522,2006,1,"Standard Diploma",17may2009
257,2009,1,"H",11522,2006,1,"Standard Diploma",17may2009
258,2004,1,"H",11157,2005,1,"Standard Diploma",14may2008
258,2005,1,"H",11157,2005,1,"Standard Diploma",14may2008
258,2006,1,"H",11157,2005,1,"Standard Diploma",14may2008
258,2007,1,"H",11157,2005,1,"Standard Diploma",14may2008
258,2008,1,"H",11157,2005,1,"Standard Diploma",14may2008
259,2004,1,"M/O",11891,2007,0,"",
259,2005,1,"M/O",11891,2007,0,"",
259,2006,1,"M/O",11891,2007,0,"",
259,2007,1,"M/O",11891,2007,0,"",
260,2004,1,"H",11527,2006,0,"",
260,2005,1,"H",11527,2006,0,"",
260,2006,1,"H",11527,2006,0,"",
260,2007,1,"H",11527,2006,0,"",
261,2004,1,"W",11163,2005,1,"Standard Diploma",14may2008
261,2005,1,"W",11163,2005,1,"Standard Diploma",14may2008
261,2006,1,"W",11163,2005,1,"Standard Diploma",14may2008
261,2007,1,"W",11163,2005,1,"Standard Diploma",14may2008
261,2008,1,"W",11163,2005,1,"Standard Diploma",14may2008
262,2004,1,"H",11164,2005,0,"",
262,2005,1,"H",11164,2005,0,"",
262,2006,1,"H",11164,2005,0,"",
263,2008,1,"NA",11895,,0,"",
264,2004,1,"H",11164,2005,0,"",
264,2005,1,"H",11164,2005,0,"",
264,2006,1,"H",11164,2005,0,"",
265,2005,1,"H",12260,2008,0,"",
265,2006,1,"H",12260,2008,0,"",
265,2007,1,"H",12260,2008,0,"",
265,2008,1,"H",12260,2008,0,"",
265,2009,1,"H",12260,2008,0,"",
266,2004,1,"H",11165,2005,0,"",
266,2005,1,"H",11165,2005,0,"",
266,2006,1,"H",11165,2005,0,"",
267,2008,1,"H",12262,2008,0,"",
268,2005,1,"H",12262,2008,0,"",
268,2006,1,"H",12262,2008,0,"",
268,2007,1,"H",12262,2008,0,"",
268,2008,1,"H",12262,2008,0,"",
268,2009,1,"H",12262,2008,0,"",
269,2004,1,"H",11167,2005,1,"Standard Diploma",14may2008
269,2005,1,"H",11167,2005,1,"Standard Diploma",14may2008
269,2006,1,"H",11167,2005,1,"Standard Diploma",14may2008
269,2007,1,"H",11167,2005,1,"Standard Diploma",14may2008
269,2008,1,"H",11167,2005,1,"Standard Diploma",14may2008
270,2004,1,"H",11167,2005,1,"Standard Diploma",14may2008
270,2005,1,"H",11167,2005,1,"Standard Diploma",14may2008
270,2006,1,"H",11167,2005,1,"Standard Diploma",14may2008
270,2007,1,"H",11167,2005,1,"Standard Diploma",14may2008
270,2008,1,"H",11167,2005,1,"Standard Diploma",14may2008
271,2004,1,"H",11899,2007,0,"",
271,2005,1,"H",11899,2007,0,"",
271,2006,1,"H",11899,2007,0,"",
271,2007,1,"H",11899,2007,0,"",
271,2008,1,"H",11899,2007,0,"",
271,2009,1,"H",11899,2007,0,"",
272,2005,1,"H",12264,2008,0,"",
272,2006,1,"H",12264,2008,0,"",
272,2007,1,"H",12264,2008,0,"",
272,2008,1,"H",12264,2008,0,"",
272,2009,1,"H",12264,2008,0,"",
273,2004,1,"W",11168,2004,1,"Standard Diploma",14may2008
273,2005,1,"W",11168,2004,1,"Standard Diploma",14may2008
273,2006,1,"W",11168,2004,1,"Standard Diploma",14may2008
273,2007,1,"W",11168,2004,1,"Standard Diploma",14may2008
273,2008,1,"W",11168,2004,1,"Standard Diploma",14may2008
274,2004,1,"M/O",11899,2007,0,"",
274,2005,1,"M/O",11899,2007,0,"",
274,2006,1,"M/O",11899,2007,0,"",
274,2007,1,"M/O",11899,2007,0,"",
274,2008,1,"M/O",11899,2007,0,"",
274,2009,1,"M/O",11899,2007,0,"",
275,2004,1,"H",11533,2006,0,"",
275,2005,1,"H",11533,2006,0,"",
275,2006,1,"H",11533,2006,0,"",
275,2007,1,"H",11533,2006,0,"",
276,2004,1,"H",11900,2007,0,"",
276,2005,1,"H",11900,2007,0,"",
276,2006,1,"H",11900,2007,0,"",
276,2007,1,"H",11900,2007,0,"",
276,2008,1,"H",11900,2007,0,"",
276,2009,1,"H",11900,2007,0,"",
277,2005,1,"H",12266,2008,0,"",
277,2006,1,"H",12266,2008,0,"",
277,2007,1,"H",12266,2008,0,"",
277,2008,1,"H",12266,2008,0,"",
278,2008,1,"W",11536,,0,"",
279,2004,1,"B",11172,2005,0,"",
279,2005,1,"B",11172,2005,0,"",
279,2006,1,"B",11172,2005,0,"",
279,2007,1,"B",11172,2005,0,"",
279,2008,1,"B",11172,2005,0,"",
279,2009,1,"B",11172,2005,0,"",
280,2004,1,"H",11904,2007,0,"",
280,2007,1,"H",11904,2007,0,"",
280,2008,1,"H",11904,2007,0,"",
281,2004,1,"W",11904,2007,0,"",
281,2005,1,"W",11904,2007,0,"",
281,2006,1,"W",11904,2007,0,"",
281,2007,1,"W",11904,2007,0,"",
281,2008,1,"W",11904,2007,0,"",
281,2009,1,"W",11904,2007,0,"",
282,2005,1,"H",11539,2006,0,"",
282,2006,1,"H",11539,2006,0,"",
282,2007,1,"H",11539,2006,0,"",
282,2009,1,"H",11539,2006,0,"",
283,2004,1,"H",11905,,0,"",
283,2009,1,"H",11905,,0,"",
284,2004,1,"W",11539,2006,0,"",
284,2005,1,"W",11539,2006,0,"",
284,2006,1,"W",11539,2006,0,"",
285,2006,1,"NA",11174,,0,"",
286,2004,1,"H",11906,2007,0,"",
286,2005,1,"H",11906,2007,0,"",
286,2006,1,"H",11906,2007,0,"",
286,2007,1,"H",11906,2007,0,"",
286,2008,1,"H",11906,2007,0,"",
286,2009,1,"H",11906,2007,0,"",
287,2004,1,"H",11540,2006,0,"",
287,2006,1,"H",11540,2006,0,"",
287,2007,1,"H",11540,2006,0,"",
288,2007,1,"A",11541,,1,"Standard Diploma",17may2009
288,2008,1,"A",11541,,1,"Standard Diploma",17may2009
288,2009,1,"A",11541,,1,"Standard Diploma",17may2009
289,2004,1,"H",11176,2005,1,"Standard Diploma",17may2009
289,2005,1,"H",11176,2005,1,"Standard Diploma",17may2009
289,2006,1,"H",11176,2005,1,"Standard Diploma",17may2009
